voltmean_24h;rotatemean_24h;pressuremean_24h;vibrationmean_24h;voltsd_24h;rotatesd_24h;pressuresd_24h;vibrationsd_24h;voltmean_5d;rotatemean_5d;pressuremean_5d;vibrationmean_5d;voltsd_5d;rotatesd_5d;pressuresd_5d;vibrationsd_5d
173.33;449.56;100.51;39.68;17.20;43.39;10.58;4.79;168.99;444.72;100.15;39.90;3.18;4.73;2.69;1.01
170.41;466.70;100.21;38.78;15.49;43.51;8.87;6.24;169.95;449.28;99.50;39.37;2.57;10.82;1.99;0.61
168.92;449.28;99.80;39.08;16.35;50.95;10.00;4.54;169.71;449.80;99.58;39.29;2.60;10.72;2.00;0.62
169.91;454.62;102.03;40.76;15.46;57.85;8.66;4.67;170.47;451.44;100.76;39.41;1.69;10.70;0.88;0.85
170.30;443.59;102.58;41.05;14.90;35.86;9.63;5.16;170.57;452.75;101.03;39.87;1.65;8.72;1.21;1.00
170.23;442.62;99.49;41.23;16.45;47.22;10.47;5.12;169.95;451.36;100.82;40.18;0.61;9.84;1.39;1.16
168.22;457.01;103.65;42.65;17.78;29.60;8.99;3.79;169.51;449.42;101.51;40.95;0.91;6.42;1.80;1.27
169.81;440.31;100.84;41.72;11.81;54.67;8.75;5.64;169.69;447.63;101.72;41.48;0.85;7.62;1.60;0.74
170.30;446.22;102.23;40.43;14.98;50.19;9.41;4.99;169.77;445.95;101.76;41.41;0.89;6.54;1.62;0.83
167.63;448.11;100.82;39.22;14.69;42.74;12.87;5.72;169.24;446.86;101.41;41.05;1.23;6.44;1.58;1.30
176.89;454.09;100.72;38.77;16.70;57.59;9.86;4.94;170.57;449.15;101.65;40.56;3.70;6.60;1.28;1.64
167.86;455.84;102.57;39.45;12.16;51.59;10.09;5.99;170.50;448.92;101.44;39.92;3.76;6.26;0.89;1.18
168.84;439.24;98.48;42.41;16.43;54.75;10.55;5.27;170.30;448.70;100.96;40.05;3.83;6.63;1.61;1.45
167.53;440.81;97.64;40.55;12.99;36.59;10.53;4.93;169.75;447.62;100.05;40.08;4.02;7.52;1.98;1.46
170.97;435.42;101.26;40.56;15.62;34.92;10.23;4.62;170.42;445.08;100.13;40.35;3.86;9.25;2.03;1.38
173.79;451.16;96.63;42.27;18.70;62.58;12.92;5.62;169.80;444.49;99.31;41.05;2.61;8.61;2.51;1.26
167.82;438.68;103.43;40.40;16.12;53.22;10.72;5.01;169.79;441.06;99.49;41.24;2.61;5.98;2.80;1.01
166.17;468.06;99.54;38.55;14.18;60.21;7.60;3.50;169.26;446.83;99.70;40.47;3.09;13.25;2.74;1.32
167.74;465.72;97.45;38.65;12.29;60.51;13.37;4.44;169.30;451.81;99.66;40.09;3.06;14.99;2.78;1.54
175.65;448.19;102.48;40.11;19.78;46.37;7.65;5.69;170.23;454.36;99.91;40.00;4.20;12.36;3.00;1.52
165.70;437.83;99.11;39.67;17.93;44.19;10.18;4.36;168.62;451.70;100.40;39.48;4.04;14.48;2.48;0.84
170.43;452.50;96.48;39.98;14.96;64.42;10.25;4.75;169.14;454.46;99.01;39.39;4.08;12.56;2.30;0.74
190.14;444.36;99.92;39.42;18.41;48.26;10.25;5.05;173.93;449.72;99.09;39.57;9.80;10.44;2.33;0.58
187.38;446.66;99.66;39.83;22.17;48.21;9.88;5.38;177.86;445.91;99.53;39.80;10.60;5.40;2.14;0.27
174.12;441.63;96.58;40.56;19.67;34.39;11.56;5.79;177.55;444.60;98.35;39.89;10.70;5.51;1.69;0.43
172.47;466.47;101.08;39.52;17.17;51.67;8.97;4.98;178.91;450.32;98.74;39.86;9.14;9.88;2.09;0.45
168.97;444.76;99.14;41.77;16.17;46.22;10.00;5.27;178.61;448.78;99.27;40.22;9.49;10.05;1.67;0.97
161.08;452.65;98.20;42.15;14.10;58.74;11.04;4.59;172.80;450.43;98.93;40.76;9.57;9.83;1.68;1.16
173.96;447.79;102.20;40.88;13.39;41.26;13.00;3.70;170.12;450.66;99.44;40.97;5.46;9.73;2.24;1.04
171.19;437.94;100.08;39.75;9.44;39.98;9.14;3.91;169.53;449.92;100.14;40.81;5.07;10.68;1.57;1.17
172.39;456.56;102.74;39.83;13.72;41.56;9.97;4.32;169.52;447.94;100.47;40.87;5.06;7.19;1.95;1.09
176.73;441.31;101.77;40.43;13.16;60.73;8.94;4.41;171.07;447.25;101.00;40.61;5.96;7.71;1.85;0.98
168.95;438.85;100.33;39.70;17.58;41.50;6.68;5.87;172.64;444.49;101.42;40.12;2.93;7.77;1.17;0.52
165.81;436.72;98.54;40.89;17.42;43.71;9.52;4.38;171.01;442.28;100.69;40.12;4.06;8.16;1.62;0.52
165.21;443.49;99.69;41.27;14.39;49.41;10.19;4.06;169.82;443.39;100.61;40.42;4.81;7.79;1.66;0.67
168.01;444.07;99.01;39.56;14.56;48.64;9.46;4.15;168.94;440.89;99.87;40.37;4.62;3.10;1.26;0.74
169.52;459.49;95.56;41.09;17.96;51.64;12.12;4.21;167.50;444.53;98.63;40.50;1.91;8.92;1.85;0.81
173.67;445.01;103.37;39.48;11.32;41.56;9.61;3.83;168.44;445.76;99.23;40.46;3.39;8.35;2.80;0.87
166.97;441.65;99.43;41.66;15.21;49.60;12.22;5.80;168.67;446.74;99.41;40.61;3.20;7.23;2.77;1.02
171.37;450.44;97.61;41.08;20.40;34.02;10.25;5.74;169.91;448.13;98.99;40.57;2.68;7.12;2.87;0.99
170.26;454.92;115.82;41.11;14.22;33.66;13.01;6.08;170.36;450.30;102.36;40.88;2.46;7.22;8.06;0.82
166.38;440.25;123.55;40.04;17.44;50.73;10.25;5.11;169.73;446.45;107.95;40.67;3.05;6.15;11.25;0.89
169.32;449.16;113.46;40.75;13.13;59.45;16.37;4.93;168.86;447.28;109.97;40.93;2.13;6.18;11.12;0.59
172.52;457.08;97.48;40.14;14.51;53.54;10.53;4.48;169.97;450.37;109.58;40.62;2.34;6.51;11.61;0.51
174.77;450.35;102.01;37.37;11.87;57.84;11.04;4.51;170.65;450.35;110.46;39.88;3.19;6.51;10.59;1.47
165.39;441.47;99.74;39.57;16.31;43.32;10.14;4.84;169.67;447.66;107.25;39.57;3.98;6.92;10.99;1.30
168.93;470.44;104.21;40.07;14.83;38.23;8.16;5.43;170.18;453.70;103.38;39.58;3.60;10.87;6.17;1.30
173.31;455.21;99.68;40.96;12.68;48.38;8.71;5.23;170.98;454.91;100.63;39.62;3.79;10.58;2.56;1.35
170.49;464.37;99.10;38.63;12.42;58.34;9.22;3.62;170.58;456.37;100.95;39.32;3.70;11.42;2.14;1.38
172.72;467.23;96.59;39.99;16.60;48.28;11.50;5.46;170.17;459.74;99.86;39.84;3.19;11.69;2.75;0.85
173.66;451.51;101.10;39.49;14.48;55.90;9.63;4.12;171.82;461.75;100.14;39.83;2.03;8.06;2.80;0.85
169.28;467.66;102.52;39.10;17.23;48.15;8.65;6.00;171.89;461.20;99.80;39.63;1.91;7.38;2.23;0.90
169.26;465.61;97.62;40.62;12.83;48.33;10.79;3.11;171.08;463.27;99.39;39.56;2.02;6.71;2.44;0.77
163.63;438.83;99.65;40.19;15.85;38.32;9.89;6.14;169.71;458.17;99.50;39.88;3.94;12.71;2.44;0.59
168.44;453.61;99.74;41.76;18.31;55.66;9.74;5.42;168.85;455.44;100.13;40.23;3.57;11.70;1.83;1.04
166.55;461.89;99.86;37.97;13.14;43.71;7.41;5.99;167.43;457.52;99.88;39.93;2.40;11.75;1.74;1.45
174.45;436.71;97.10;39.45;13.71;50.26;9.57;4.80;168.47;451.33;98.80;40.00;3.98;13.14;1.32;1.41
170.25;446.78;99.63;40.93;13.23;45.53;9.60;5.07;168.66;447.56;99.20;40.06;4.06;10.44;1.17;1.45
174.55;431.75;102.84;40.68;14.88;51.39;8.43;4.70;170.85;446.15;99.84;40.16;3.58;12.25;2.03;1.48
168.01;461.26;99.92;40.29;14.18;53.24;11.24;3.36;170.76;447.68;99.87;39.86;3.66;13.79;2.03;1.20
160.89;465.38;101.78;40.82;16.26;44.73;11.13;6.01;169.63;448.38;100.25;40.43;5.63;14.75;2.21;0.60
172.47;435.74;99.44;40.00;15.04;72.30;9.38;4.70;169.23;448.19;100.72;40.54;5.26;14.95;1.51;0.39
169.96;433.98;99.99;39.65;14.24;46.89;11.80;4.03;169.18;445.63;100.79;40.29;5.25;16.28;1.45;0.48
169.69;454.00;100.37;39.37;12.68;38.11;9.05;5.49;168.20;450.07;100.30;40.03;4.39;14.48;0.89;0.56
169.18;461.37;99.26;40.13;15.63;41.64;10.32;4.48;168.44;450.10;100.17;39.99;4.41;14.51;1.00;0.55
166.42;439.89;101.23;42.06;12.94;40.66;11.30;6.43;169.54;445.00;100.06;40.24;2.16;12.06;0.79;1.06
166.87;451.90;102.38;40.39;16.97;55.56;8.72;5.15;168.42;448.23;100.65;40.32;1.66;11.09;1.20;1.05
174.74;455.94;99.72;39.90;13.08;42.40;8.05;4.12;169.38;452.62;100.59;40.37;3.31;7.94;1.24;1.02
169.15;427.90;99.61;39.30;13.83;45.48;10.25;5.56;169.27;447.40;100.44;40.36;3.31;13.46;1.32;1.03
171.93;455.45;100.71;41.25;17.71;43.95;12.15;5.74;169.82;446.22;100.73;40.58;3.51;12.12;1.15;1.09
170.08;460.07;98.94;41.10;13.96;45.90;9.46;4.18;170.55;450.25;100.27;40.39;2.97;12.83;1.34;0.82
168.00;466.95;99.62;41.20;12.62;49.07;8.81;4.85;170.78;453.26;99.72;40.55;2.64;14.91;0.63;0.90
169.50;456.01;99.72;41.42;15.52;46.89;12.07;4.27;169.73;453.28;99.72;40.85;1.44;14.91;0.63;0.88
169.74;461.78;100.22;40.93;16.26;55.89;9.11;5.99;169.85;460.05;99.84;41.18;1.41;4.69;0.66;0.18
170.40;457.78;96.84;40.53;17.21;54.19;10.48;5.58;169.54;460.52;99.07;41.04;0.93;4.21;1.33;0.33
173.25;460.91;101.49;40.68;13.98;26.66;11.69;4.20;170.18;460.69;99.58;40.95;1.93;4.21;1.70;0.36
167.13;448.59;97.25;39.54;11.61;48.34;10.97;3.61;170.00;457.01;99.10;40.62;2.20;5.26;1.99;0.69
166.14;459.99;101.52;39.47;14.10;42.23;8.65;6.51;169.33;457.81;99.46;40.23;2.82;5.37;2.27;0.68
169.83;453.19;96.95;40.47;19.72;50.86;9.68;5.62;169.35;456.09;98.81;40.14;2.82;5.15;2.46;0.59
173.81;439.43;103.73;41.18;14.67;50.49;11.79;5.51;170.03;452.42;100.19;40.27;3.47;8.85;2.96;0.74
168.46;460.21;102.87;39.21;11.51;43.40;12.26;5.83;169.07;452.28;100.47;39.97;2.99;8.69;3.17;0.82
169.13;440.90;97.26;40.53;17.46;40.37;12.21;4.26;169.47;450.74;100.47;40.17;2.79;10.07;3.17;0.81
169.59;429.74;97.47;39.96;13.94;54.03;9.16;4.44;170.16;444.69;99.66;40.27;2.10;12.03;3.35;0.73
168.65;449.94;98.06;39.30;16.43;37.79;9.38;5.85;169.93;444.04;99.88;40.04;2.21;11.53;3.15;0.83
169.45;443.54;100.07;39.57;15.95;44.48;9.52;4.97;169.06;444.87;99.15;39.71;0.49;11.26;2.36;0.54
167.45;402.78;100.61;40.75;14.03;58.54;10.66;5.54;168.86;433.38;98.69;40.02;0.86;18.60;1.54;0.62
171.40;377.40;100.98;41.91;11.97;42.05;10.24;4.33;169.31;420.68;99.44;40.30;1.44;30.23;1.58;1.06
170.71;414.85;99.20;40.62;17.09;56.64;11.68;4.83;169.53;417.70;99.78;40.43;1.58;29.84;1.17;1.04
172.29;446.83;99.65;37.83;15.12;52.60;10.75;3.90;170.26;417.08;100.10;40.14;1.88;29.02;0.72;1.54
172.31;449.74;97.98;40.15;12.23;45.85;9.04;5.27;170.83;418.32;99.68;40.25;2.00;30.53;1.19;1.50
167.62;457.25;101.17;48.69;14.62;65.44;9.83;6.85;170.87;429.21;99.80;41.84;1.93;33.20;1.32;4.10
171.14;431.10;102.24;48.42;13.51;59.96;10.79;4.65;170.81;439.95;100.05;43.14;1.92;16.96;1.67;5.05
187.09;470.62;99.90;39.88;18.32;60.45;9.14;6.49;174.09;451.11;100.19;42.99;7.51;14.48;1.61;5.16
181.29;453.79;100.37;39.61;13.53;52.22;9.29;5.03;175.89;452.50;100.33;43.35;8.04;14.30;1.58;4.76
171.15;454.47;94.01;39.22;16.01;45.84;10.43;4.82;175.66;453.45;99.54;43.16;8.18;14.23;3.22;4.93
170.35;459.45;94.23;40.43;12.23;48.92;8.73;4.17;176.20;453.89;98.15;41.51;7.58;14.41;3.78;3.89
171.73;441.82;101.53;39.83;11.45;50.05;8.65;5.33;176.32;456.03;98.01;39.79;7.49;10.42;3.60;0.44
164.35;467.73;102.78;40.94;16.78;25.17;8.66;4.72;171.77;455.45;98.58;40.00;6.09;9.44;4.16;0.68
168.46;459.14;102.99;40.18;15.32;52.56;10.88;5.52;169.21;456.52;99.11;40.12;2.98;9.51;4.59;0.65
170.23;456.96;100.76;38.98;14.92;52.05;8.50;5.18;169.02;457.02;100.46;40.07;2.86;9.44;3.60;0.73
171.52;436.94;97.71;39.99;12.72;45.26;10.39;5.26;169.26;452.52;101.15;39.98;3.04;12.77;2.13;0.71
167.95;452.17;105.75;42.85;12.14;48.18;8.56;4.45;168.50;454.59;102.00;40.59;2.72;11.36;2.98;1.44
170.92;451.76;100.36;41.48;14.49;41.80;9.04;4.44;169.81;451.39;101.51;40.69;1.55;8.67;3.02;1.50
170.63;462.66;100.77;38.52;15.67;47.94;9.18;4.64;170.25;452.10;101.07;40.36;1.37;9.55;2.91;1.79
174.99;450.45;101.47;38.50;13.95;52.72;8.29;4.93;171.20;450.80;101.21;40.27;2.52;9.16;2.91;1.89
177.14;461.03;103.89;41.23;12.21;49.67;10.25;4.23;172.33;455.62;102.45;40.52;3.69;5.75;2.30;1.93
170.25;456.44;97.94;38.64;16.24;51.93;11.06;4.94;172.79;456.47;100.89;39.67;3.10;5.42;2.14;1.54
171.45;448.01;100.98;39.05;13.79;46.29;9.80;5.71;172.89;455.72;101.01;39.19;3.03;6.40;2.12;1.16
170.91;442.69;95.68;39.77;12.52;53.58;9.48;4.66;172.95;451.72;99.99;39.44;2.98;7.18;3.21;1.12
171.52;454.94;100.15;39.23;11.45;49.15;7.88;5.76;172.25;452.62;99.73;39.58;2.78;7.26;3.11;1.01
171.58;454.91;99.13;46.94;14.80;46.10;9.88;8.07;171.14;451.40;98.78;40.72;0.56;5.87;2.07;3.50
170.47;462.81;99.61;49.07;14.99;48.38;8.11;5.76;171.18;452.67;99.11;42.81;0.48;7.65;2.04;4.81
169.12;447.69;102.43;43.77;13.79;59.63;12.18;6.03;170.72;452.61;99.40;43.75;1.00;7.70;2.43;4.32
167.34;462.07;99.59;41.17;16.47;53.88;9.21;4.47;177.90;421.19;100.69;40.36;10.18;42.34;1.19;0.80
172.06;437.90;98.33;37.43;16.67;39.64;8.27;5.10;178.31;416.35;100.20;39.60;9.82;37.62;1.59;1.37
174.22;440.77;101.13;40.89;15.42;57.58;8.29;5.37;175.36;426.48;100.39;39.76;7.83;35.55;1.64;1.48
171.90;452.67;94.88;38.91;13.18;50.35;10.09;5.19;172.07;443.46;98.83;39.65;2.94;14.60;2.43;1.53
173.59;460.59;100.50;40.61;16.15;50.02;9.22;4.23;171.83;450.80;98.88;39.80;2.69;11.11;2.48;1.59
165.07;451.72;99.17;41.34;15.32;53.25;11.00;6.30;171.37;448.73;98.80;39.83;3.66;9.30;2.45;1.63
173.16;460.60;101.11;39.49;14.36;64.95;12.22;4.41;171.59;453.27;99.36;40.25;3.74;8.16;2.63;1.01
168.62;455.23;99.12;40.14;12.45;41.45;12.75;4.25;170.47;456.16;98.96;40.10;3.59;4.25;2.43;0.95
171.32;454.90;101.09;39.43;14.12;47.69;10.08;7.11;170.35;456.61;100.20;40.20;3.55;3.89;0.99;0.80
169.38;445.39;97.12;40.39;14.31;38.37;9.28;5.08;169.51;453.57;99.52;40.16;3.05;5.57;1.66;0.78
191.43;448.18;97.50;40.47;13.86;70.36;9.03;5.80;174.78;452.86;99.19;39.98;9.47;6.07;1.90;0.50
187.75;458.27;101.25;39.62;15.81;44.69;9.33;4.74;177.70;452.40;99.22;40.01;10.97;5.38;1.94;0.47
171.91;436.77;101.85;39.49;12.11;49.86;7.48;5.31;178.36;448.71;99.76;39.88;10.38;8.42;2.26;0.51
170.32;441.01;98.63;39.06;15.18;48.09;7.06;3.60;178.16;445.93;99.27;39.81;10.55;8.15;2.17;0.61
170.86;453.09;98.91;41.24;15.11;47.25;10.36;3.94;178.45;447.47;99.63;39.98;10.26;8.73;1.85;0.87
170.15;438.41;98.59;40.37;11.82;49.24;11.19;4.39;174.20;445.51;99.85;39.96;7.60;9.58;1.57;0.86
169.82;458.53;101.36;39.18;15.85;57.36;8.19;5.55;170.61;445.56;99.87;39.87;0.81;9.67;1.60;0.92
168.35;457.33;98.33;40.19;15.87;42.89;10.60;5.34;169.90;449.68;99.16;40.01;0.94;9.36;1.25;0.90
170.12;453.10;96.46;40.24;16.65;52.21;9.19;5.41;169.86;452.09;98.73;40.25;0.92;8.03;1.75;0.73
173.05;442.73;100.84;40.40;15.98;50.08;9.15;4.95;170.30;450.02;99.12;40.08;1.71;8.99;2.00;0.51
168.02;445.29;100.67;49.20;14.55;50.13;9.07;5.23;169.87;451.40;99.53;41.84;2.00;7.10;2.08;4.14
167.68;462.21;101.48;48.41;12.71;41.93;6.03;5.64;169.44;452.13;99.55;43.69;2.23;8.14;2.10;4.68
169.26;446.78;103.71;43.47;15.03;39.03;9.43;5.23;169.63;450.02;100.63;44.34;2.15;7.81;2.63;4.28
167.95;460.41;104.14;37.98;14.31;48.71;9.96;4.81;169.19;451.48;102.17;43.89;2.24;9.11;1.64;4.90
171.20;439.97;98.09;40.09;17.94;52.66;11.20;6.28;168.82;450.93;101.62;43.83;1.46;9.82;2.45;4.95
175.55;369.27;99.35;40.10;16.45;52.04;9.18;5.43;170.33;435.73;101.35;42.01;3.24;38.30;2.64;4.08
167.63;389.32;97.70;38.39;14.39;58.08;9.11;3.63;170.32;421.15;100.60;40.01;3.25;39.55;3.10;2.16
171.01;459.80;104.50;39.71;14.73;44.35;10.26;5.40;170.67;423.75;100.76;39.25;3.20;42.01;3.31;1.00
169.30;442.55;101.42;39.19;16.42;48.43;10.50;5.59;170.94;420.18;100.21;39.50;2.96;38.75;2.80;0.72
172.34;451.14;102.20;40.19;16.33;48.52;9.69;5.64;171.17;422.42;101.03;39.52;3.03;40.46;2.62;0.74
171.25;440.06;96.55;41.24;15.66;46.80;11.23;3.83;170.31;436.58;100.47;39.74;1.85;27.53;3.29;1.07
165.53;445.94;97.35;40.12;17.07;45.06;8.24;5.91;169.89;447.90;100.40;40.09;2.67;7.84;3.36;0.75
165.60;458.20;98.28;40.95;13.12;46.18;8.03;4.19;168.80;447.58;99.16;40.34;3.15;7.25;2.51;0.80
169.85;478.38;98.28;38.64;14.77;57.78;9.10;5.29;168.91;454.74;98.53;40.23;3.18;14.81;2.17;1.01
169.93;460.35;97.49;40.53;16.68;54.64;8.08;4.56;168.43;456.59;97.59;40.30;2.67;14.82;0.73;1.02
169.07;444.04;103.59;38.78;13.19;47.83;10.69;5.07;168.00;457.38;99.00;39.80;2.24;13.78;2.60;1.04
169.14;445.13;100.83;39.55;15.22;56.28;8.84;3.78;168.72;457.22;99.69;39.69;1.79;13.95;2.51;1.03
171.18;430.69;99.44;41.35;15.80;43.46;9.55;4.66;169.83;451.72;99.93;39.77;0.85;18.24;2.40;1.16
169.12;436.94;97.70;39.80;15.70;52.34;11.04;5.23;169.69;443.43;99.81;40.00;0.91;11.11;2.51;0.98
173.10;448.52;103.79;40.73;16.09;54.99;10.06;5.73;170.32;441.06;101.07;40.04;1.79;7.17;2.64;1.01
171.38;465.37;100.60;40.00;16.86;37.49;13.82;5.15;170.78;445.33;100.47;40.29;1.69;13.20;2.23;0.74
170.10;451.68;100.74;41.61;11.43;41.61;11.51;4.67;170.98;446.64;100.46;40.70;1.49;13.49;2.23;0.80
171.70;431.73;102.02;48.81;13.60;45.08;13.00;6.76;171.08;446.85;100.97;42.19;1.53;13.19;2.23;3.77
170.12;449.18;101.92;49.06;13.75;32.09;9.09;4.06;171.28;449.30;101.82;44.04;1.25;11.97;1.28;4.50
171.36;447.78;97.74;43.84;14.16;52.46;11.49;4.44;170.93;449.15;100.61;44.67;0.76;11.99;1.73;4.13
165.87;466.98;100.69;39.03;17.40;42.17;12.55;3.36;168.18;420.43;110.71;40.58;2.98;39.78;12.86;1.12
163.92;457.51;102.06;40.38;13.82;46.80;8.76;5.35;167.00;422.77;111.53;40.34;3.32;41.93;11.95;0.97
174.19;447.03;97.03;41.20;15.03;52.11;11.74;4.58;167.34;434.36;109.73;40.54;4.03;38.12;13.55;1.03
168.14;457.67;101.61;38.19;18.32;60.35;8.78;5.53;167.90;451.72;105.17;40.11;3.87;14.34;10.97;1.49
170.33;442.30;98.81;41.13;16.72;42.28;9.31;4.59;168.49;454.30;100.04;39.98;3.99;9.74;2.09;1.33
170.03;440.06;99.87;41.53;17.00;57.20;10.83;3.99;169.32;448.91;99.87;40.49;3.74;8.31;2.06;1.35
171.94;460.94;98.71;40.17;15.66;42.76;11.15;4.86;170.93;449.60;99.20;40.44;2.27;9.28;1.68;1.36
168.45;457.15;102.89;40.10;13.80;40.24;8.67;5.34;169.78;451.62;100.38;40.22;1.54;9.68;1.83;1.29
167.46;438.75;98.85;40.07;11.32;48.79;11.31;6.36;169.64;447.84;99.82;40.60;1.74;10.39;1.78;0.68
171.26;440.32;104.08;40.23;11.77;49.64;13.01;4.48;169.83;447.44;100.88;40.42;1.88;10.69;2.46;0.62
172.89;450.13;100.90;40.75;11.92;55.89;10.34;5.82;170.40;449.46;101.08;40.27;2.33;9.87;2.39;0.28
172.09;437.98;95.59;39.26;12.73;56.20;7.89;4.69;170.43;444.87;100.46;40.08;2.36;8.42;3.38;0.54
165.01;464.25;96.40;38.91;13.59;77.61;10.85;5.89;169.74;446.29;99.16;39.85;3.37;11.17;3.45;0.75
164.73;442.24;98.52;39.80;15.51;42.61;8.73;3.46;169.20;446.98;99.10;39.79;3.99;10.68;3.46;0.74
167.80;431.44;99.38;39.67;16.35;43.04;10.26;3.95;168.50;445.21;98.16;39.68;3.84;12.62;2.17;0.69
168.97;456.31;99.80;50.76;16.63;40.82;10.75;4.35;167.72;446.44;97.94;41.68;3.04;13.50;1.86;5.09
169.66;446.26;95.84;48.79;16.95;39.46;8.74;5.66;167.23;448.10;97.99;43.59;2.26;12.68;1.78;5.70
168.76;457.95;103.49;39.76;9.94;46.34;12.61;5.22;167.98;446.84;99.41;43.76;1.94;10.86;2.75;5.54
173.76;438.43;100.22;40.84;11.95;57.55;9.68;5.62;169.79;446.08;99.75;43.96;2.32;11.39;2.72;5.37
171.44;447.70;97.42;40.98;13.30;58.28;10.32;5.37;170.52;449.33;99.36;44.23;2.09;7.97;2.92;5.13
172.23;445.30;100.45;40.87;14.45;51.39;12.66;4.69;171.17;447.13;99.49;42.25;2.00;7.02;2.96;3.69
168.37;480.51;99.70;48.20;13.65;55.05;10.78;7.19;170.91;453.98;100.26;42.13;2.30;16.40;2.17;3.43
170.15;449.89;100.77;49.97;16.72;38.69;9.36;4.53;171.19;452.36;99.71;44.17;2.05;16.31;1.34;4.53
174.35;446.18;100.93;45.40;12.42;48.66;10.63;8.21;171.31;453.91;99.85;45.09;2.24;14.97;1.44;4.13
166.67;449.85;102.04;41.06;16.94;38.71;9.85;3.65;170.35;454.34;100.78;45.10;3.04;14.77;0.85;4.11
175.10;442.32;101.90;38.91;17.88;45.51;11.73;4.43;170.93;453.75;101.07;44.71;3.69;15.28;0.95;4.67
188.62;458.39;102.38;48.71;15.81;41.66;8.88;4.49;174.98;449.32;101.60;44.81;8.35;5.95;0.71;4.77
182.68;453.94;99.11;57.03;16.97;35.64;9.02;6.74;177.49;450.14;101.27;46.22;8.42;6.31;1.32;7.14
170.11;436.60;102.45;53.57;17.21;52.52;9.22;5.47;176.64;448.22;101.58;47.86;9.01;8.78;1.40;7.81
169.92;361.48;104.64;42.36;14.02;39.49;9.00;6.71;177.29;430.55;102.10;48.12;8.19;39.58;1.98;7.54
185.49;463.08;104.62;38.39;12.49;45.57;7.93;5.24;171.63;447.30;101.61;44.36;7.90;16.55;2.48;5.47
187.89;434.42;101.40;40.39;12.63;57.29;10.60;4.10;175.29;446.80;101.38;44.47;10.52;16.97;2.43;5.36
166.89;457.55;95.79;42.33;17.91;48.24;8.94;3.95;175.05;446.72;100.98;42.95;10.74;16.91;3.21;4.44
173.81;449.54;101.29;40.30;14.89;48.12;8.50;7.08;176.67;451.93;100.98;41.00;9.52;10.93;3.21;2.01
169.08;442.75;102.53;39.27;13.13;50.07;11.32;6.29;176.63;449.47;101.12;40.14;9.55;11.43;3.27;1.47
173.44;442.73;125.38;40.42;19.04;36.38;14.96;4.30;174.22;445.40;105.28;40.54;8.18;8.65;11.54;1.11
192.48;458.47;125.97;40.88;16.53;49.08;12.95;5.75;175.14;450.21;110.19;40.64;10.13;7.65;14.36;1.11
188.18;474.91;104.50;39.51;14.56;52.34;12.13;5.65;179.40;453.68;111.94;40.07;10.26;13.51;12.60;0.67
174.64;455.90;103.01;39.58;15.12;49.27;9.77;4.63;179.56;454.95;112.28;39.93;10.16;13.32;12.25;0.69
170.34;461.81;99.54;41.60;18.66;48.41;7.98;4.94;179.82;458.77;111.68;40.40;9.84;11.57;12.91;0.89
170.24;455.82;101.52;39.76;14.48;39.87;8.79;5.87;179.18;461.38;106.91;40.26;10.45;7.95;10.82;0.93
170.10;456.25;103.22;40.85;14.13;48.38;10.42;5.81;174.70;460.94;102.36;40.26;7.77;8.21;1.90;0.92
171.66;428.48;95.63;42.87;15.09;54.82;10.54;5.07;171.40;451.65;100.58;40.93;1.92;13.20;3.14;1.36
166.97;445.51;98.15;40.43;14.66;50.16;12.45;4.52;169.86;449.58;99.61;41.10;1.73;13.18;2.94;1.19
172.26;457.58;104.00;38.21;12.21;46.57;10.32;4.85;170.25;448.73;100.51;40.42;2.05;12.30;3.53;1.70
170.66;437.83;99.13;40.40;16.40;53.20;9.69;6.29;170.33;445.13;100.03;40.55;2.06;12.34;3.52;1.66
168.77;443.42;100.57;42.19;14.98;46.37;9.68;5.85;170.06;442.56;99.50;40.82;2.18;10.67;3.10;1.82
173.99;453.45;98.32;39.75;12.38;58.94;7.99;4.81;170.53;447.56;100.04;40.20;2.77;7.92;2.41;1.43
173.66;465.25;100.43;40.14;14.80;50.10;8.36;5.95;171.87;451.50;100.49;40.14;2.18;10.98;2.17;1.43
168.72;439.38;99.84;39.14;14.40;67.68;6.93;4.46;171.16;447.87;99.66;40.32;2.56;11.47;0.94;1.15
167.43;443.83;101.13;39.28;17.47;63.32;9.11;4.36;170.52;449.07;100.06;40.10;3.07;10.42;1.07;1.23
169.16;460.56;99.64;38.27;13.02;51.05;8.44;6.68;170.59;452.50;99.87;39.32;3.02;10.90;1.04;0.71
177.47;427.91;101.96;39.75;13.90;47.06;8.75;4.72;171.29;447.39;100.60;39.32;4.18;15.40;0.96;0.71
171.45;457.01;101.88;40.00;16.90;48.46;9.52;4.82;170.85;445.74;100.89;39.29;3.98;13.31;1.10;0.67
174.71;432.68;97.61;37.47;13.74;33.19;8.95;6.52;172.04;444.40;100.44;38.95;4.08;14.40;1.84;1.06
172.38;447.35;97.31;40.78;12.54;56.53;7.40;3.69;173.03;445.10;99.68;39.25;3.18;14.45;2.23;1.35
171.39;460.18;101.24;41.24;19.01;49.49;10.70;5.91;173.48;445.03;100.00;39.85;2.60;14.35;2.34;1.46
171.07;397.61;100.37;40.20;13.47;52.83;9.77;4.25;172.20;438.97;99.68;39.94;1.48;25.47;2.10;1.47
