machineID;time_in_cycles;voltmean_24h;rotatemean_24h;pressuremean_24h;vibrationmean_24h;voltsd_24h;rotatesd_24h;pressuresd_24h;vibrationsd_24h;voltmean_5d;rotatemean_5d;pressuremean_5d;vibrationmean_5d;voltsd_5d;rotatesd_5d;pressuresd_5d;vibrationsd_5d;model;age;failure;failed;RUL_I;Risk
52;190;176.29;451.00;98.42;40.18;17.36;40.80;10.38;4.55;171.19;454.64;108.66;39.63;3.30;6.18;15.05;1.45;model3;14;none;0;6;high
52;191;185.21;448.18;100.20;39.76;16.90;44.16;10.53;3.92;174.12;453.49;103.12;39.58;7.02;6.85;10.64;1.44;model3;14;none;0;5;high
52;192;183.34;446.00;99.86;42.34;16.56;52.83;10.67;6.25;176.32;449.97;98.72;39.91;7.97;4.43;1.97;1.88;model3;14;none;0;4;high
52;193;168.16;450.43;100.72;40.27;13.62;52.73;9.38;4.26;176.21;450.56;99.78;39.93;8.11;4.20;0.85;1.88;model3;14;none;0;3;high
52;194;168.78;449.68;99.55;47.45;15.82;41.05;7.23;5.77;176.36;449.06;99.75;42.00;7.93;2.01;0.86;3.21;model3;14;none;0;2;high
52;195;169.12;435.08;99.37;49.42;14.51;39.60;8.81;3.63;174.92;445.88;99.94;43.85;8.57;6.27;0.54;4.35;model3;14;none;0;1;high
52;196;167.59;454.22;100.84;43.59;13.22;53.64;11.11;7.59;171.40;447.08;100.07;44.61;6.70;7.31;0.67;3.75;model3;14;comp4;1;0;high
53;85;170.07;452.09;95.30;38.91;13.34;51.10;7.74;5.80;177.31;453.63;100.97;40.24;8.75;10.41;3.62;1.13;model3;5;none;0;44;low
53;86;171.76;458.79;100.62;39.50;16.46;55.44;11.11;5.29;178.07;457.31;101.14;39.94;7.84;7.37;3.57;1.07;model3;5;none;0;43;low
53;87;171.96;439.16;100.45;41.37;14.96;34.37;8.12;5.41;176.09;451.58;100.85;39.88;7.89;8.24;3.55;0.96;model3;5;none;0;42;low
53;88;168.21;449.45;100.44;39.76;14.30;55.60;10.13;4.72;171.87;449.64;100.21;39.78;3.41;7.08;3.19;0.94;model3;5;none;0;41;low
53;89;167.47;460.53;97.80;38.15;12.45;46.88;8.93;5.16;169.89;452.01;98.92;39.54;2.03;8.52;2.34;1.20;model3;5;none;0;40;low
53;90;164.85;447.95;103.71;40.65;16.15;57.22;10.20;5.43;168.85;451.18;100.60;39.89;3.02;8.71;2.10;1.22;model3;5;none;0;39;low
53;91;177.61;441.49;105.62;40.14;15.92;48.40;9.48;5.71;170.02;447.72;101.61;40.01;4.95;8.36;3.07;1.21;model3;5;none;0;38;low
53;92;174.08;447.59;99.80;39.91;16.70;32.19;10.75;5.05;170.44;449.40;101.47;39.72;5.24;6.93;3.15;0.94;model3;5;none;0;37;low
53;93;170.00;456.54;98.79;40.08;14.02;59.22;10.20;4.95;170.80;450.82;101.14;39.79;5.11;7.63;3.36;0.96;model3;5;none;0;36;low
53;94;166.84;465.26;97.86;41.44;13.46;48.99;8.89;4.12;170.67;451.77;101.16;40.44;5.22;9.25;3.34;0.62;model3;5;none;0;35;low
53;95;166.78;452.09;97.82;39.45;14.59;64.64;6.94;3.87;171.06;452.59;99.98;40.20;4.72;9.01;3.26;0.74;model3;5;none;0;34;low
53;96;175.29;462.86;100.42;40.25;14.45;50.63;11.69;4.59;170.60;456.87;98.94;40.22;3.97;7.34;1.16;0.74;model3;5;none;0;33;low
53;97;169.99;442.27;99.15;39.10;14.47;51.51;9.58;4.41;169.78;455.81;98.81;40.06;3.47;9.17;1.07;0.90;model3;5;none;0;32;low
53;98;166.40;467.21;99.74;40.71;17.83;49.75;10.77;5.47;169.06;457.94;99.00;40.19;3.77;10.53;1.15;0.94;model3;5;none;0;31;low
53;99;169.77;453.89;100.78;40.47;14.04;48.18;9.20;6.99;169.65;455.66;99.58;39.99;3.56;9.75;1.17;0.69;model3;5;none;0;30;intermediate
53;100;174.78;455.70;101.11;38.75;16.60;52.46;11.21;4.64;171.25;456.39;100.24;39.85;3.74;9.55;0.79;0.87;model3;5;none;0;29;intermediate
53;101;168.99;453.77;98.69;40.70;12.28;45.44;10.89;4.24;169.98;454.57;99.89;39.94;3.04;8.85;1.03;0.94;model3;5;none;0;28;intermediate
53;102;168.16;442.11;99.73;40.68;12.01;51.25;11.68;3.59;169.62;454.54;100.01;40.26;3.14;8.91;0.96;0.85;model3;5;none;0;27;intermediate
53;103;167.38;459.15;99.76;38.84;14.80;53.60;11.67;4.94;169.82;452.92;100.01;39.89;2.92;6.42;0.96;1.00;model3;5;none;0;26;intermediate
53;104;178.12;448.25;100.78;40.36;11.14;49.98;10.00;5.29;171.49;451.79;100.01;39.87;4.72;6.70;0.96;0.99;model3;5;none;0;25;intermediate
53;105;172.63;452.30;101.31;39.40;10.88;49.00;11.40;4.90;171.06;451.11;100.06;40.00;4.43;6.37;1.02;0.83;model3;5;none;0;24;intermediate
53;106;172.70;452.11;101.79;41.09;17.89;48.23;12.17;6.11;171.80;450.78;100.67;40.07;4.31;6.24;0.92;0.93;model3;5;none;0;23;intermediate
53;107;165.76;448.58;98.33;38.46;8.39;64.14;8.76;5.93;171.32;452.08;100.39;39.63;4.91;4.38;1.38;1.09;model3;5;none;0;22;intermediate
53;108;170.60;446.95;98.76;40.26;13.23;57.95;9.87;5.01;171.96;449.64;100.20;39.91;4.45;2.42;1.55;1.01;model3;5;none;0;21;intermediate
53;109;169.57;461.92;100.17;40.70;11.37;54.39;9.96;5.52;170.25;452.37;100.07;39.98;2.85;5.81;1.52;1.06;model3;5;none;0;20;intermediate
53;110;171.79;448.16;101.33;38.87;13.24;55.98;12.44;4.59;170.08;451.54;100.08;39.87;2.69;6.11;1.52;1.15;model3;5;none;0;19;intermediate
53;111;166.32;437.34;96.89;39.12;16.33;57.26;9.86;4.60;168.81;448.59;99.10;39.48;2.65;8.76;1.71;0.96;model3;5;none;0;18;intermediate
53;112;169.02;443.28;100.72;38.45;16.54;47.59;11.56;4.01;169.46;447.53;99.57;39.48;2.05;9.08;1.77;0.96;model3;5;none;0;17;intermediate
53;113;173.68;456.41;95.47;39.10;14.55;50.65;9.20;4.93;170.08;449.42;98.92;39.25;2.80;9.88;2.58;0.85;model3;5;none;0;16;intermediate
53;114;175.27;447.79;101.70;39.64;17.72;53.92;8.62;3.86;171.21;446.60;99.22;39.04;3.59;7.02;2.84;0.43;model3;5;none;0;15;high
53;115;169.21;451.46;97.53;39.82;15.25;43.12;11.16;4.17;170.70;447.26;98.46;39.23;3.67;7.35;2.64;0.54;model3;5;none;0;14;high
53;116;173.05;465.04;96.27;41.25;15.35;44.12;13.28;4.45;172.04;452.80;98.34;39.65;2.80;8.37;2.74;1.04;model3;5;none;0;13;high
53;117;171.09;440.27;96.61;39.75;20.89;53.74;12.66;3.52;172.46;452.19;97.52;39.91;2.35;9.28;2.45;0.80;model3;5;none;0;12;high
53;118;169.30;457.42;97.41;39.49;12.48;51.83;11.66;4.63;171.58;452.40;97.91;39.99;2.59;9.41;2.19;0.72;model3;5;none;0;11;high
53;119;170.27;457.37;103.39;40.27;15.66;47.70;9.69;4.26;170.58;454.31;98.24;40.12;1.58;9.21;2.93;0.69;model3;5;none;0;10;high
53;120;173.42;440.91;100.41;39.49;16.37;47.20;10.19;4.83;171.43;452.20;98.82;40.05;1.77;11.05;3.03;0.74;model3;5;none;0;9;high
53;121;170.94;445.80;96.11;41.12;14.33;53.30;8.77;5.66;171.01;448.36;98.79;40.02;1.53;8.52;3.07;0.69;model3;5;none;0;8;high
53;122;168.27;443.23;99.63;41.24;13.15;43.15;8.85;3.63;170.44;448.95;99.39;40.32;1.95;7.90;2.82;0.85;model3;5;none;0;7;high
53;123;166.95;459.67;96.86;38.74;14.47;41.06;10.85;4.49;169.97;449.40;99.28;40.17;2.50;8.54;2.92;1.07;model3;5;none;0;6;high
53;124;177.43;456.71;99.11;41.02;17.10;45.51;10.20;6.16;171.40;449.27;98.42;40.32;4.19;8.39;1.85;1.14;model3;5;none;0;5;high
53;125;171.94;438.20;103.33;40.40;17.38;41.66;11.52;5.44;171.11;448.72;99.01;40.51;4.06;9.13;2.83;1.04;model3;5;none;0;4;high
53;126;171.40;451.43;98.35;39.09;15.30;57.84;9.68;4.88;171.20;449.85;99.46;40.10;4.06;9.02;2.40;1.13;model3;5;none;0;3;high
53;127;169.20;403.59;102.65;39.09;12.71;65.58;8.74;4.76;171.38;441.92;100.06;39.67;3.92;22.95;2.80;0.99;model3;5;none;0;2;high
53;128;173.44;366.59;97.87;38.45;16.82;41.93;11.38;5.28;172.68;423.30;100.26;39.61;3.06;37.86;2.54;1.06;model3;5;none;0;1;high
53;129;168.22;434.04;99.51;39.90;15.19;62.84;8.46;5.68;170.84;418.77;100.34;39.39;2.11;34.02;2.50;0.77;model3;5;comp2;1;0;high
53;310;165.02;435.26;98.19;40.21;14.39;41.86;8.20;4.90;170.83;419.11;98.44;40.21;4.25;34.15;1.54;0.71;model3;5;none;0;29;intermediate
53;311;166.94;451.02;99.40;40.62;17.14;46.89;11.08;6.29;170.13;417.09;99.10;40.39;4.60;31.22;0.81;0.66;model3;5;none;0;28;intermediate
53;312;169.44;443.76;98.65;38.27;15.15;47.80;8.84;3.86;168.82;426.86;98.88;40.06;3.25;30.17;0.73;1.17;model3;5;none;0;27;intermediate
53;313;172.62;448.87;101.22;41.40;16.36;46.82;11.24;4.89;168.60;441.65;99.47;40.39;2.85;9.18;1.18;1.29;model3;5;none;0;26;intermediate
53;314;167.59;434.27;99.50;40.55;13.97;58.80;11.00;4.99;168.32;442.64;99.40;40.21;2.87;7.66;1.16;1.17;model3;5;none;0;25;intermediate
53;315;170.48;455.73;97.92;41.01;16.21;39.72;10.12;3.71;169.41;446.73;99.34;40.37;2.28;8.19;1.23;1.22;model3;5;none;0;24;intermediate
53;316;166.69;444.14;99.77;40.95;13.39;50.10;11.52;3.39;169.36;445.35;99.42;40.44;2.35;7.86;1.25;1.25;model3;5;none;0;23;intermediate
53;317;170.09;432.83;98.89;41.22;15.79;58.12;11.52;5.36;169.49;443.17;99.46;41.03;2.38;9.71;1.21;0.32;model3;5;none;0;22;intermediate
53;318;170.28;445.67;99.11;40.13;13.27;49.96;9.55;5.20;169.02;442.53;99.04;40.77;1.76;9.34;0.71;0.43;model3;5;none;0;21;intermediate
53;319;165.49;442.17;102.75;40.22;17.55;64.49;8.84;6.10;168.61;444.11;99.69;40.71;2.34;8.19;1.84;0.50;model3;5;none;0;20;intermediate
53;320;161.69;433.16;101.75;38.47;16.28;49.90;13.00;4.10;166.85;439.59;100.46;40.20;3.56;6.15;1.71;1.07;model3;5;none;0;19;intermediate
53;321;172.24;362.05;102.74;40.76;13.96;49.69;10.05;5.68;167.96;423.18;101.05;40.16;4.29;34.63;1.91;1.04;model3;5;none;0;18;intermediate
53;322;169.84;351.20;97.88;38.80;16.14;53.76;9.00;5.56;167.91;406.85;100.85;39.67;4.26;46.24;2.23;0.99;model3;5;none;0;17;intermediate
53;323;172.48;457.73;123.82;40.03;13.28;40.25;13.32;6.35;168.35;409.26;105.79;39.65;4.66;49.00;10.28;0.98;model3;5;none;0;16;intermediate
53;324;165.99;458.31;124.61;41.01;14.67;50.99;9.35;4.69;168.45;412.49;110.16;39.81;4.59;52.14;12.96;1.14;model3;5;none;0;15;high
53;325;169.42;458.05;103.06;42.67;17.05;43.89;10.71;5.14;169.99;417.47;110.42;40.65;2.63;55.67;12.76;1.42;model3;5;none;0;14;high
53;326;170.91;441.38;98.46;41.39;18.09;54.11;11.23;5.05;169.73;433.33;109.57;40.78;2.40;46.48;13.53;1.46;model3;5;none;0;13;high
53;327;171.84;466.84;99.28;40.20;14.85;54.72;10.09;5.40;170.13;456.46;109.85;41.06;2.58;9.26;13.24;1.06;model3;5;none;0;12;high
53;328;169.29;446.63;102.97;40.94;13.87;44.92;8.95;4.10;169.49;454.24;105.68;41.24;2.23;10.16;10.79;0.91;model3;5;none;0;11;high
53;329;169.99;458.06;100.35;39.44;17.47;49.06;11.40;4.14;170.29;454.19;100.82;40.93;1.07;10.14;2.11;1.22;model3;5;none;0;10;high
53;330;170.57;442.68;97.64;40.86;13.84;42.50;9.85;4.79;170.52;451.12;99.74;40.57;0.96;10.97;2.07;0.76;model3;5;none;0;9;high
53;331;165.43;456.96;97.83;39.56;16.06;38.94;9.24;4.74;169.43;454.24;99.61;40.20;2.42;9.65;2.18;0.70;model3;5;none;0;8;high
53;332;172.46;444.54;98.51;38.63;15.28;43.15;12.48;4.19;169.55;449.77;99.46;39.88;2.58;7.21;2.24;0.99;model3;5;none;0;7;high
53;333;168.87;451.54;98.77;40.28;15.96;59.38;8.19;4.01;169.46;450.76;98.62;39.75;2.60;7.01;1.07;0.85;model3;5;none;0;6;high
53;334;170.35;434.26;100.96;39.69;16.38;55.35;11.80;6.38;169.53;446.00;98.74;39.80;2.62;8.69;1.32;0.84;model3;5;none;0;5;high
53;335;172.36;449.02;96.16;38.93;12.36;38.22;7.73;5.46;169.89;447.26;98.45;39.42;2.91;8.54;1.73;0.65;model3;5;none;0;4;high
53;336;168.04;444.01;96.80;39.06;18.06;46.68;12.05;4.21;170.41;444.67;98.24;39.32;2.00;6.61;1.88;0.66;model3;5;none;0;3;high
53;337;173.47;374.41;100.99;42.80;11.48;39.64;10.42;5.55;170.62;430.65;98.73;40.15;2.29;32.12;2.26;1.58;model3;5;none;0;2;high
53;338;171.65;365.78;105.09;40.03;17.36;52.27;8.10;3.88;171.17;413.50;100.00;40.10;2.09;40.09;3.63;1.57;model3;5;none;0;1;high
53;339;166.31;423.15;98.72;39.70;19.10;57.54;9.58;4.83;170.36;411.27;99.55;40.10;3.05;38.94;3.62;1.57;model3;5;comp2;1;0;high
54;177;170.10;479.08;101.70;38.60;17.54;58.68;11.86;5.13;170.95;455.15;111.39;39.73;3.48;14.92;11.50;1.01;model2;10;none;0;179;low
54;178;169.46;422.67;99.52;39.80;11.88;40.54;11.04;5.87;170.29;449.10;111.36;39.54;3.36;20.97;11.55;0.85;model2;10;none;0;178;low
54;179;170.51;431.31;98.46;41.72;14.59;35.48;12.56;4.78;170.77;447.27;106.81;40.12;3.13;22.27;11.17;1.17;model2;10;none;0;177;low
54;180;171.57;455.88;102.35;40.88;13.84;61.87;9.10;4.54;171.54;446.90;102.20;40.34;2.63;22.07;4.09;1.19;model2;10;none;0;176;low
54;181;164.12;447.31;99.97;39.89;10.65;53.32;10.44;4.04;169.15;447.25;100.40;40.18;2.92;22.06;1.60;1.18;model2;10;none;0;175;low
54;182;170.42;455.09;97.12;41.62;13.34;52.61;9.11;4.40;169.22;442.45;99.48;40.78;2.95;14.83;1.94;0.91;model2;10;none;0;174;low
54;183;171.22;453.11;102.33;38.78;14.17;47.48;11.14;4.60;169.57;448.54;100.05;40.58;3.08;10.20;2.32;1.24;model2;10;none;0;173;low
54;184;169.64;452.09;104.27;39.84;11.31;43.71;8.02;4.91;169.39;452.70;101.21;40.20;3.04;3.37;2.75;1.09;model2;10;none;0;172;low
54;185;169.49;436.29;101.25;39.67;12.13;49.28;9.17;5.66;168.98;448.78;100.99;39.96;2.80;7.55;2.67;1.03;model2;10;none;0;171;low
54;186;173.79;439.85;99.80;39.86;14.77;43.21;10.48;5.09;170.91;447.29;100.96;39.95;1.75;8.58;2.69;1.03;model2;10;none;0;170;low
54;187;194.55;456.05;101.02;41.70;11.98;42.53;8.66;4.50;175.74;447.48;101.74;39.97;10.66;8.80;1.68;1.06;model2;10;none;0;169;low
54;188;187.24;459.21;99.02;41.32;21.18;59.88;8.98;3.85;178.94;448.70;101.07;40.48;11.35;10.11;2.00;0.95;model2;10;none;0;168;low
54;189;170.28;445.43;102.62;41.64;12.87;47.20;9.74;4.71;179.07;447.37;100.74;40.84;11.22;9.98;1.39;0.99;model2;10;none;0;167;low
54;190;170.23;454.73;103.97;41.03;17.91;56.83;11.02;5.28;179.22;451.05;101.29;41.11;11.06;8.10;2.02;0.75;model2;10;none;0;166;low
54;191;168.26;441.88;99.57;39.44;14.01;36.17;9.85;4.78;178.11;451.46;101.24;41.03;11.98;7.42;2.07;0.92;model2;10;none;0;165;low
54;192;168.93;451.68;98.21;39.77;16.34;55.41;8.67;5.96;172.99;450.58;100.68;40.64;8.02;6.99;2.48;0.97;model2;10;none;0;164;low
54;193;171.85;442.62;102.16;40.06;16.59;50.39;8.94;5.40;169.91;447.27;101.31;40.39;1.39;5.68;2.35;0.92;model2;10;none;0;163;low
54;194;166.30;454.57;100.39;40.25;16.62;49.32;8.54;3.73;169.11;449.09;100.86;40.11;2.09;6.37;2.25;0.60;model2;10;none;0;162;low
54;195;172.35;447.83;100.75;39.60;16.72;54.20;9.48;5.99;169.54;447.71;100.22;39.83;2.54;5.54;1.46;0.33;model2;10;none;0;161;low
54;196;169.64;434.61;99.06;38.18;9.95;49.35;9.08;4.57;169.82;446.26;100.11;39.57;2.44;7.90;1.53;0.82;model2;10;none;0;160;low
54;197;174.76;446.89;100.28;39.56;16.86;45.05;8.47;4.88;170.98;445.30;100.53;39.53;3.19;7.35;1.11;0.81;model2;10;none;0;159;low
54;198;167.25;470.29;95.18;40.07;13.76;39.78;8.27;4.72;170.06;450.84;99.13;39.53;3.52;13.04;2.30;0.81;model2;10;none;0;158;low
54;199;172.62;459.48;100.34;39.98;15.31;46.09;8.56;3.91;171.33;451.82;99.12;39.48;2.91;13.57;2.29;0.76;model2;10;none;0;157;low
54;200;166.27;448.69;100.87;40.97;15.47;58.22;9.87;7.05;170.11;451.99;99.14;39.75;3.57;13.51;2.32;1.02;model2;10;none;0;156;low
54;201;169.06;440.74;97.48;50.03;15.26;34.38;9.78;5.06;169.99;453.22;98.83;42.12;3.60;11.70;2.43;4.45;model2;10;none;0;155;low
54;202;169.44;450.92;99.02;48.39;11.71;55.45;10.88;4.70;168.93;454.02;98.58;43.89;2.44;11.28;2.31;4.91;model2;10;none;0;154;low
54;203;169.44;448.23;99.88;41.11;17.58;44.00;9.33;5.81;169.37;449.61;99.52;44.10;2.25;6.72;1.33;4.72;model2;10;none;0;153;low
54;204;173.40;460.25;105.11;39.34;13.70;43.80;8.04;5.13;169.52;449.76;100.47;43.97;2.54;7.00;2.88;4.87;model2;10;none;0;152;low
54;205;170.98;464.87;96.97;41.07;16.89;61.32;10.63;4.14;170.46;453.00;99.69;43.99;1.80;9.63;3.25;4.85;model2;10;none;0;151;low
54;206;165.27;461.80;96.25;38.63;14.15;43.30;9.24;4.39;169.71;457.21;99.45;41.71;2.96;7.23;3.49;3.89;model2;10;none;0;150;low
54;207;170.78;438.98;101.93;40.49;14.28;47.34;9.00;4.64;169.97;454.83;100.03;40.13;2.99;10.88;3.64;1.10;model2;10;none;0;149;low
54;208;171.52;446.65;99.04;40.27;14.91;50.80;10.37;5.43;170.39;454.51;99.86;39.96;3.04;11.14;3.67;0.97;model2;10;none;0;148;low
54;209;170.47;458.20;101.51;37.86;17.14;42.54;11.00;5.51;169.80;454.10;99.14;39.67;2.56;10.91;2.58;1.35;model2;10;none;0;147;low
54;210;167.76;460.09;102.86;40.77;16.33;52.69;11.14;5.51;169.16;453.15;100.32;39.61;2.60;9.89;2.68;1.28;model2;10;none;0;146;low
54;211;168.91;449.61;112.41;39.57;19.15;38.89;16.37;5.51;169.89;450.71;103.55;39.79;1.53;8.65;5.15;1.17;model2;10;none;0;145;low
54;212;169.73;431.47;125.16;39.70;13.80;61.98;9.70;5.33;169.68;449.21;108.20;39.64;1.44;11.41;10.75;1.10;model2;10;none;0;144;low
54;213;167.77;449.14;107.40;36.84;14.37;39.17;14.29;5.39;168.93;449.70;109.87;38.95;1.20;11.32;9.56;1.57;model2;10;none;0;143;low
54;214;164.96;446.90;100.16;38.00;16.41;40.27;11.13;3.80;167.82;447.44;109.60;38.98;1.80;10.28;9.87;1.55;model2;10;none;0;142;low
54;215;167.35;444.68;102.60;39.64;14.70;48.82;8.16;4.31;167.74;444.36;109.54;38.75;1.82;7.47;9.91;1.28;model2;10;none;0;141;low
54;216;175.30;463.98;98.00;40.48;11.75;39.63;10.35;4.65;169.02;447.23;106.66;38.93;3.90;11.61;10.91;1.48;model2;10;none;0;140;low
54;217;167.61;454.95;100.59;39.08;16.01;58.94;10.16;5.16;168.60;451.93;101.75;38.81;3.92;7.75;3.56;1.42;model2;10;none;0;139;low
54;218;169.89;444.81;100.49;38.40;17.84;47.28;8.95;4.67;169.02;451.06;100.37;39.12;3.92;8.36;1.64;0.98;model2;10;none;0;138;low
54;219;168.39;463.30;97.99;39.70;17.62;59.66;10.45;4.36;169.71;454.34;99.93;39.46;3.28;9.46;1.96;0.77;model2;10;none;0;137;low
54;220;171.39;379.92;99.05;40.12;16.59;81.15;10.82;4.95;170.51;441.39;99.22;39.56;3.04;35.23;1.28;0.83;model2;10;none;0;136;low
54;221;164.17;379.72;93.90;37.92;12.03;47.34;9.18;5.70;168.29;424.54;98.40;39.05;2.72;41.34;2.74;0.90;model2;10;none;0;135;low
54;222;170.01;432.64;96.62;40.65;17.48;51.93;8.09;5.03;168.77;420.08;97.61;39.36;2.78;38.34;2.51;1.16;model2;10;none;0;134;low
54;223;170.33;460.14;96.13;39.75;11.37;67.06;10.87;4.73;168.86;423.14;96.74;39.63;2.83;41.30;1.96;1.03;model2;10;none;0;133;low
54;224;171.71;453.91;97.49;38.47;15.93;49.24;8.15;3.98;169.52;421.27;96.64;39.38;3.08;39.18;1.89;1.15;model2;10;none;0;132;low
54;225;171.10;471.40;102.75;39.61;18.68;48.21;8.40;4.13;169.46;439.56;97.38;39.28;3.03;36.30;3.28;1.09;model2;10;none;0;131;low
54;226;168.43;456.67;99.25;38.88;16.48;38.79;10.52;4.65;170.32;454.95;98.45;39.47;1.25;14.13;2.68;0.84;model2;10;none;0;130;low
54;227;171.20;454.03;101.30;40.67;14.46;36.84;9.00;5.24;170.55;459.23;99.39;39.48;1.29;7.26;2.70;0.85;model2;10;none;0;129;low
54;228;166.75;448.41;100.93;41.28;11.53;44.29;10.93;3.78;169.84;456.88;100.35;39.78;2.15;8.65;2.02;1.18;model2;10;none;0;128;low
54;229;172.10;440.49;98.92;41.05;11.17;43.78;10.11;3.47;169.92;454.20;100.63;40.30;2.24;11.44;1.57;1.02;model2;10;none;0;127;low
54;230;170.34;387.64;100.44;39.76;18.78;70.04;11.93;5.62;169.76;437.45;100.17;40.33;2.16;28.52;1.04;0.99;model2;10;none;0;126;low
54;231;169.45;376.83;100.34;40.02;16.27;47.39;10.88;3.04;169.97;421.48;100.39;40.56;2.05;36.35;0.91;0.65;model2;10;none;0;125;low
54;232;172.63;417.56;97.81;40.31;17.69;57.63;7.81;5.06;170.25;414.19;99.69;40.48;2.34;31.52;1.29;0.66;model2;10;none;0;124;low
54;233;170.72;449.30;99.79;41.18;15.45;50.19;11.07;2.88;171.05;414.37;99.46;40.47;1.30;31.77;1.10;0.63;model2;10;none;0;123;low
54;234;175.01;434.55;101.11;39.08;17.52;52.41;9.76;4.42;171.63;413.18;99.90;40.07;2.22;30.63;1.26;0.77;model2;10;none;0;122;low
54;235;190.25;455.97;100.66;39.13;15.27;50.92;10.36;4.75;175.61;426.84;99.94;39.95;8.45;31.62;1.28;0.87;model2;10;none;0;121;low
54;236;186.68;464.72;99.55;39.31;17.51;52.71;9.01;5.12;179.06;444.42;99.79;39.80;8.81;18.63;1.27;0.92;model2;10;none;0;120;low
54;237;168.65;448.50;98.95;40.55;13.91;47.53;11.41;6.17;178.26;450.61;100.01;39.85;9.67;11.09;0.87;0.96;model2;10;none;0;119;low
54;238;168.05;440.51;97.91;39.82;16.22;47.41;8.98;5.19;177.73;448.85;99.64;39.58;10.25;12.01;1.29;0.62;model2;10;none;0;118;low
54;239;171.43;424.33;101.12;39.12;15.18;61.25;9.51;5.67;177.01;446.80;99.64;39.59;10.61;15.43;1.30;0.61;model2;10;none;0;117;low
54;240;170.82;434.53;100.06;40.62;15.81;30.03;11.99;5.03;173.13;442.52;99.52;39.88;7.71;15.23;1.20;0.69;model2;10;none;0;116;low
54;241;169.50;455.65;96.84;40.35;15.38;43.90;9.39;4.52;169.69;440.70;98.97;40.09;1.43;12.15;1.70;0.63;model2;10;none;0;115;low
54;242;172.09;453.73;99.61;39.82;13.98;54.00;7.97;4.42;170.38;441.75;99.11;39.95;1.62;13.17;1.72;0.58;model2;10;none;0;114;low
54;243;168.36;463.69;99.47;40.03;12.81;62.99;12.23;5.08;170.44;446.39;99.42;39.99;1.51;16.33;1.58;0.57;model2;10;none;0;113;low
54;244;167.19;456.91;97.13;40.06;11.02;52.34;8.39;4.54;169.59;452.90;98.62;40.18;1.94;10.93;1.52;0.31;model2;10;none;0;112;low
54;245;169.34;462.08;122.89;39.56;18.57;54.44;11.08;5.29;169.30;458.41;103.19;39.97;1.81;4.28;11.09;0.29;model2;10;none;0;111;low
54;246;171.20;443.14;121.62;40.37;18.90;46.52;9.17;4.49;169.64;455.91;108.15;39.97;2.01;8.18;12.93;0.30;model2;10;none;0;110;low
54;247;168.95;445.55;104.61;39.47;14.46;48.37;11.32;3.79;169.01;454.27;109.14;39.90;1.47;9.44;12.28;0.38;model2;10;none;0;109;low
54;248;166.61;449.39;100.90;40.70;15.39;44.55;9.07;3.74;168.66;451.42;109.43;40.03;1.83;7.92;12.01;0.52;model2;10;none;0;108;low
54;249;174.08;457.24;96.81;39.58;16.51;49.42;9.30;5.60;170.04;451.48;109.37;39.94;2.79;7.98;12.10;0.56;model2;10;none;0;107;low
54;250;170.81;456.58;102.08;39.34;15.75;45.32;10.11;5.39;170.33;450.38;105.20;39.89;2.78;6.37;9.60;0.61;model2;10;none;0;106;low
54;251;171.68;434.72;97.61;38.88;17.68;47.51;12.08;5.20;170.43;448.70;100.40;39.60;2.82;9.23;3.22;0.67;model2;10;none;0;105;low
54;252;166.38;453.73;98.42;39.69;18.98;37.25;9.42;4.50;169.91;450.33;99.16;39.64;3.34;9.26;2.24;0.67;model2;10;none;0;104;low
54;253;173.11;439.44;99.15;40.50;14.87;53.44;7.77;5.54;171.21;448.34;98.81;39.60;2.98;10.50;2.02;0.59;model2;10;none;0;103;low
54;254;170.88;452.18;99.80;38.22;12.84;44.32;8.81;6.10;170.57;447.33;99.41;39.33;2.52;9.63;1.70;0.86;model2;10;none;0;102;low
54;255;171.90;438.83;97.59;39.35;14.52;56.48;9.79;5.18;170.79;443.78;98.51;39.33;2.59;8.59;0.96;0.86;model2;10;none;0;101;low
54;256;168.84;425.77;97.44;39.03;11.74;29.99;8.79;4.02;170.22;441.99;98.48;39.36;2.66;11.42;1.01;0.84;model2;10;none;0;100;low
54;257;167.01;435.19;99.11;39.41;12.96;46.24;10.69;3.78;170.35;438.28;98.62;39.30;2.44;9.50;1.04;0.82;model2;10;none;0;99;low
54;258;166.99;447.69;98.60;38.97;12.89;51.80;10.78;4.73;169.12;439.93;98.51;38.99;2.23;10.42;1.00;0.47;model2;10;none;0;98;low
54;259;168.26;444.69;99.11;40.43;15.67;45.40;10.99;5.35;168.60;438.44;98.37;39.44;2.01;8.60;0.81;0.59;model2;10;none;0;97;low
54;260;176.24;452.43;98.10;39.72;16.32;28.61;9.90;4.42;169.47;441.16;98.47;39.51;3.87;10.66;0.71;0.60;model2;10;none;0;96;low
54;261;171.73;449.56;103.39;40.75;15.18;28.65;6.37;5.23;170.05;445.91;99.66;39.86;3.97;6.62;2.13;0.73;model2;10;none;0;95;low
54;262;167.48;437.13;100.20;40.57;19.08;50.81;7.43;6.28;170.14;446.30;99.88;40.09;3.88;5.85;2.11;0.74;model2;10;none;0;94;low
54;263;170.30;435.25;99.06;39.02;13.13;57.72;13.09;4.92;170.80;443.81;99.97;40.10;3.47;7.52;2.05;0.72;model2;10;none;0;93;low
