principal component 1;principal component 2;model;age;Risk
-7.633667888;-7.383030792;model1;15;intermediate
-11.32837108;-5.371955398;model1;15;intermediate
-14.35326961;-3.699433932;model1;15;intermediate
-11.71594837;-5.242597396;model1;15;intermediate
-3.841633666;-8.757451379;model1;15;intermediate
-19.52425482;0.216391727;model1;15;intermediate
-18.21297854;-1.256371191;model1;15;intermediate
5.201001722;-9.392419416;model1;15;intermediate
6.813305708;-6.128130514;model1;15;intermediate
-0.671351992;-1.902566157;model1;15;intermediate
9.086049259;-4.547745913;model1;15;intermediate
-0.79966965;-0.783165615;model1;15;intermediate
-9.735800293;3.729767908;model1;15;intermediate
-19.48719961;6.75332026;model1;15;high
-7.781723434;-1.158395171;model1;15;high
-6.759953045;-6.54547319;model1;15;high
-12.13622544;-5.714862864;model1;15;high
-17.57845502;-2.4187826;model1;15;high
-13.04008394;-5.556854905;model1;15;high
-22.0227258;0.020958099;model1;15;high
-16.25053543;-5.951146371;model1;15;high
-18.59544541;-6.412172354;model1;15;high
-9.380727627;-9.262357189;model1;15;high
-23.0762438;-2.685291674;model1;15;high
-5.508027705;-8.91977772;model1;15;high
-7.641813719;-5.283830757;model1;15;high
66.96586173;-16.54046695;model1;15;high
89.42960847;-7.382725163;model1;15;high
26.68558959;31.30696446;model1;15;high
-14.02032984;-5.135268408;model1;15;intermediate
-9.534761192;-6.638108133;model1;15;intermediate
-11.99175233;-6.672566628;model1;15;intermediate
-13.14058163;-7.214845992;model1;15;intermediate
-7.318521896;-8.734808571;model1;15;intermediate
-31.30281379;8.546044445;model1;15;intermediate
3.341167252;-8.07239699;model1;15;intermediate
-10.75938528;0.934096679;model1;15;intermediate
-9.362332741;-0.37756307;model1;15;intermediate
13.82380763;-7.201140079;model1;15;intermediate
90.28221658;-17.49001251;model1;15;intermediate
77.71720056;3.860527384;model1;15;intermediate
22.27867216;36.22943178;model1;15;intermediate
9.861953871;43.69896185;model1;15;intermediate
29.27493776;31.76531087;model1;15;high
13.68961994;16.38478985;model1;15;high
4.856499271;-5.19346692;model1;15;high
15.84171872;-6.46510624;model1;15;high
3.067044284;-1.256538737;model1;15;high
2.227765496;-1.908322519;model1;15;high
14.00682378;-6.077851014;model1;15;high
-0.735316505;3.000946427;model1;15;high
2.770232579;-3.268808046;model1;15;high
0.437932859;-2.496947484;model1;15;high
-16.15086473;9.573273414;model1;15;high
16.88689293;-8.912761388;model1;15;high
2.321277342;0.785913856;model1;15;high
-13.40047296;7.972693225;model1;15;high
-15.239244;7.352196341;model1;15;high
6.115102733;-2.192553557;model1;15;high
4.211603433;41.76152055;model4;4;low
19.86862109;31.39975064;model4;4;low
31.83831846;15.63060818;model4;4;low
80.93805934;-13.58059759;model4;4;low
48.5693548;9.528128406;model4;4;low
24.34343115;23.59439891;model4;4;low
13.2268585;30.75738475;model4;4;low
9.841041077;30.87011456;model4;4;low
4.699775388;6.910726631;model4;4;low
5.11453091;-7.127015863;model4;4;low
-16.27883121;3.062201736;model4;4;low
14.73795558;-8.48894914;model4;4;low
-18.81093341;11.8602855;model4;4;low
4.791953648;-0.354612541;model4;4;low
-4.715813736;1.312164692;model4;4;low
-10.70420793;5.207737003;model4;4;low
-7.071215331;-4.212773743;model4;4;low
-0.094280815;-7.565486348;model4;4;low
-8.051192214;-4.543890944;model4;4;low
5.19359809;-8.419054763;model4;4;low
-7.921738823;-0.412537461;model4;4;low
-9.594762248;0.002209519;model4;4;low
8.816387421;-7.87750511;model4;4;low
-10.80457395;4.296200794;model4;4;low
-1.475093669;-4.385434413;model4;4;low
5.625216711;-5.341702364;model4;4;low
-13.92029164;6.248382488;model4;4;low
-8.512178341;-1.669256237;model4;4;low
-7.80471313;-1.477186576;model4;4;low
7.74818877;-8.072473422;model4;4;low
-7.592559843;-1.875617587;model4;4;low
-1.241783923;-4.17009361;model4;4;low
-5.448590488;-1.991010677;model4;4;low
3.442991222;-5.286319787;model4;4;low
-16.94260352;3.411806254;model4;4;low
-16.6323704;2.210254042;model4;4;low
-19.89347244;1.78511045;model4;4;low
-1.793960005;-6.918587324;model4;4;low
-9.39666929;-6.434928207;model4;4;low
2.733100597;-8.460821802;model4;4;low
-6.877753546;-1.953216381;model4;4;low
-6.918120388;-2.743840389;model4;4;low
-18.43901723;3.813552791;model4;4;low
2.988866585;-6.616200265;model4;4;low
-7.509055382;-3.412077664;model4;4;low
-9.875946666;-1.883908978;model4;4;low
6.657394648;-7.49315476;model4;4;low
0.245070106;-3.743982499;model4;4;low
1.533946672;-4.759162046;model4;4;low
-11.74886438;2.778487299;model4;4;low
-15.88519914;6.154196715;model4;4;low
-17.80550895;1.386616027;model4;4;low
-13.88267808;-4.28478411;model4;4;low
-23.68703149;-5.156867365;model4;4;low
7.332523209;-12.27088736;model4;4;low
-18.35306274;3.121724319;model4;4;low
-18.82518317;3.502037628;model4;4;low
-9.125880119;-2.211104097;model4;4;low
5.740925443;-5.828827687;model4;4;low
-9.544264659;-2.33549841;model4;4;low
4.232042752;-6.63909351;model4;4;low
-0.991879516;-3.237947396;model4;4;low
-10.84391697;2.096783116;model4;4;low
3.320856579;-6.775783053;model4;4;low
3.484250309;-5.152829087;model4;4;low
18.1564727;-8.598943039;model4;4;low
-0.135590413;2.328986101;model4;4;low
5.074786698;-1.200427405;model4;4;low
1.17852468;0.90387955;model4;4;low
-3.011034636;2.276471417;model4;4;low
-3.522576091;-5.748294604;model4;4;low
-1.440592489;-6.510370624;model4;4;low
-2.293016124;-6.995553701;model4;4;low
-9.898789897;-1.68659433;model4;4;low
-6.524322189;-3.957986705;model4;4;low
-7.82689906;-3.262466657;model4;4;low
-6.458328116;-6.811564374;model4;4;low
-4.302310813;-8.181800251;model4;4;low
1.372374284;-8.413246464;model4;4;low
-6.329371639;-3.962273883;model4;4;low
-7.609874237;-3.395959436;model4;4;low
-11.73692871;-0.474122609;model4;4;low
-1.851413911;-6.578753051;model4;4;low
-12.86787081;-2.680913118;model4;4;low
-2.610668462;-7.27127739;model4;4;low
-6.339757185;-5.147517905;model4;4;low
-4.092642016;-5.785880956;model4;4;low
-8.02446946;-4.533784197;model4;4;low
-2.164981338;-7.316960304;model4;4;low
-13.71649182;-1.16306544;model4;4;low
3.157216581;-8.10739704;model4;4;low
-1.048771869;-4.689050856;model4;4;low
8.582442778;-7.244551353;model4;4;low
-10.51687407;3.765226768;model4;4;low
67.24488373;-14.60433107;model4;4;low
98.95485113;-8.516875541;model4;4;low
28.96725824;35.43042468;model4;4;low
7.719957949;46.24187216;model4;4;low
2.955059054;49.45333991;model4;4;low
18.78362701;24.94073197;model4;4;low
3.255361693;-5.679796874;model4;4;low
-19.20738347;4.114230398;model4;4;low
-25.20077301;7.239066415;model4;4;low
-0.62569827;-3.960500239;model4;4;low
-14.3361325;0.793847037;model4;4;intermediate
-13.58910944;-4.620404229;model4;4;intermediate
-1.299340171;-7.128955114;model4;4;intermediate
12.46652572;-9.342473398;model4;4;intermediate
-1.836238694;-0.858237226;model4;4;intermediate
-5.698910547;1.286346472;model4;4;intermediate
-1.749182564;-0.599488202;model4;4;intermediate
-20.90494625;11.6196989;model4;4;intermediate
-1.900060487;-5.743067705;model4;4;intermediate
-11.86122671;-2.22306936;model4;4;intermediate
-7.093143346;-4.468989588;model4;4;intermediate
-13.2831854;-2.276035696;model4;4;intermediate
-14.3118903;-2.989169128;model4;4;intermediate
-7.045903636;-8.429102792;model4;4;intermediate
21.17016474;-11.68755656;model4;4;intermediate
0.971385345;1.067754293;model4;4;high
83.81469642;-15.32780308;model4;4;high
71.00090269;3.269322234;model4;4;high
13.63170265;37.43607648;model4;4;high
-1.409936595;45.93884101;model4;4;high
21.88399163;31.7320187;model4;4;high
12.43874884;13.22343727;model4;4;high
2.691590643;-5.233468018;model4;4;high
-6.340219232;0.252343074;model4;4;high
-10.04505655;0.98573264;model4;4;high
-1.273528939;-5.258307325;model4;4;high
6.211069409;-7.315517964;model4;4;high
-14.16621042;2.614478557;model4;4;high
48.9050229;-13.25295563;model4;4;high
77.95419418;-9.135967033;model4;4;high
48.2389875;13.75522769;model4;4;high
18.51421617;30.97911431;model4;19;low
26.78279141;26.73055665;model4;19;low
9.420247332;31.92768272;model4;19;low
0.525537048;6.188954764;model4;19;low
-1.275645997;-4.336162417;model4;19;low
18.83283064;-9.467517577;model4;19;low
2.623852059;-0.292032937;model4;19;low
0.585417283;0.917576657;model4;19;low
-8.38803536;6.352879405;model4;19;low
-15.93734946;10.86781422;model4;19;low
-14.62720959;-0.788655189;model4;19;low
-12.92616315;-5.435736139;model4;19;low
-8.909593191;-9.255447642;model4;19;low
-11.39255379;-5.820606213;model4;19;low
12.35910917;-11.01358674;model4;19;low
2.836906022;-2.593579506;model4;19;low
0.301665659;-1.70164797;model4;19;low
-3.98923828;1.564031532;model4;19;low
-7.176322812;2.608419441;model4;19;low
-5.867566562;-4.661574878;model4;19;low
-14.79717425;-1.032767387;model4;19;low
-16.03139277;-3.742147016;model4;19;low
-20.79649566;-2.307360015;model4;19;low
-3.648749168;-9.163609844;model4;19;low
-7.337635359;-6.822734594;model4;19;low
-5.825489439;-5.589923209;model4;19;low
-16.56591195;0.518865401;model4;19;low
-19.23443757;1.640383291;model4;19;low
4.541111281;-9.373996662;model4;19;low
-9.088553442;-1.378051625;model4;19;intermediate
-7.951049808;-3.407824765;model4;19;intermediate
-7.441591619;-2.466589145;model4;19;intermediate
6.596819874;-7.54672086;model4;19;intermediate
0.843450736;-5.355806059;model4;19;intermediate
3.046940235;-5.58604492;model4;19;intermediate
-5.219677102;0.307356315;model4;19;intermediate
-11.40495965;3.137826434;model4;19;intermediate
-5.525735776;-3.666961126;model4;19;intermediate
5.504427433;-7.905559117;model4;19;intermediate
-20.10165853;4.713746958;model4;19;intermediate
-5.530261014;-3.168060924;model4;19;intermediate
1.60536683;-5.034491045;model4;19;intermediate
-13.8560188;3.755487974;model4;19;intermediate
-8.901037089;-4.188596399;model4;19;intermediate
-6.387413362;-4.491910033;model4;19;high
-1.00829786;-6.39322491;model4;19;high
8.93614915;-9.265956877;model4;19;high
-18.88548609;8.279428754;model4;19;high
-7.822862281;2.052445133;model4;19;high
0.984134469;-2.533664453;model4;19;high
-9.092384328;1.763725116;model4;19;high
-14.7573155;-3.281957937;model4;19;high
0.947056388;-8.259807586;model4;19;high
-8.079769249;-3.259269542;model4;19;high
-9.642087402;-4.214203009;model4;19;high
-5.134343764;-6.117797715;model4;19;high
-4.228758637;-5.812453214;model4;19;high
69.5995648;-16.54672757;model4;19;high
84.6389669;-5.831469985;model4;19;high
49.92243949;18.85869041;model4;19;high
21.79377198;36.69788582;model3;14;low
26.48050067;33.3311205;model3;14;low
26.6958132;21.49758148;model3;14;low
10.39514853;-1.595125028;model3;14;low
-12.19690635;7.049354972;model3;14;low
-5.721857062;2.862575651;model3;14;low
5.403079852;-3.252496603;model3;14;low
-11.2671071;3.873168154;model3;14;low
-5.975717434;-4.85079925;model3;14;low
-6.730974307;-4.151370382;model3;14;low
-3.796947265;-4.955535468;model3;14;low
-1.746218873;-7.215328922;model3;14;low
2.390366827;-8.258804552;model3;14;low
-3.127143281;-5.566375031;model3;14;low
-7.932477911;-1.650520516;model3;14;low
-9.985794192;-0.671628264;model3;14;low
-19.68444726;5.474659411;model3;14;low
-24.75438757;3.206139921;model3;14;low
-16.68076438;-5.662031301;model3;14;low
-12.15564098;-8.062557362;model3;14;low
-13.73341689;-7.73870028;model3;14;low
-17.6026762;-5.119662291;model3;14;low
1.875200235;-10.12436484;model3;14;low
2.678440781;-7.476956125;model3;14;low
6.778818926;-6.697196024;model3;14;low
-10.61394693;4.324851355;model3;14;low
0.15953582;-1.768506671;model3;14;low
-1.737674478;-2.053793271;model3;14;low
-11.40338714;2.155072214;model3;14;low
-18.95033927;0.828041574;model3;14;low
-6.436216493;-5.523416727;model3;14;low
-1.808013659;-7.652810016;model3;14;low
-6.44550687;-4.913865716;model3;14;low
-14.10154505;0.010232622;model3;14;low
-2.474292769;-6.097401679;model3;14;low
-5.667221825;-4.630044313;model3;14;low
-19.85309798;2.384950854;model3;14;low
-7.658725095;-5.437673595;model3;14;low
4.657447697;-7.95510732;model3;14;low
-12.50257294;0.415026139;model3;14;low
13.20217003;-8.53346139;model3;14;low
6.932315752;-2.919951773;model3;14;low
-9.017691039;6.873417924;model3;14;low
6.301977871;-2.336864375;model3;14;low
4.676956728;-1.827091637;model3;14;low
-19.49926315;9.929340234;model3;14;low
-0.299085816;-3.761157511;model3;14;low
11.72279069;-5.688834045;model3;14;low
20.72142746;-6.478351887;model3;14;low
0.433596565;5.104614993;model3;14;low
-17.0608444;15.87779192;model3;14;low
-10.14883488;10.01740138;model3;14;low
-2.598150074;1.411374653;model3;14;low
9.808314728;-10.07005239;model3;14;low
17.13383263;-7.646565785;model3;14;low
-1.635323219;4.560833322;model3;14;low
-8.204509987;7.754031852;model3;14;low
2.171071446;1.887382407;model3;14;low
-6.746900789;2.436567085;model3;14;low
-7.511826703;-6.406684972;model3;14;low
20.0958833;-10.85160709;model3;14;low
9.917765654;-2.840947977;model3;14;low
-3.743128208;3.991326773;model3;14;low
-0.883495474;2.926132744;model3;14;low
-16.8113597;13.62725997;model3;14;low
-6.926395492;-1.055649237;model3;14;low
-19.28418417;-0.501017249;model3;14;low
-6.467361658;-7.197220544;model3;14;low
-3.856647836;-7.448368658;model3;14;low
-27.34716481;7.006489067;model3;14;low
-15.81674303;-1.656691658;model3;14;low
5.307694881;-7.16286117;model3;14;low
4.758712749;-5.674948033;model3;14;low
-9.65077234;2.474152032;model3;14;low
1.232389476;-4.180981841;model3;14;low
-12.78788865;4.419388537;model3;14;low
-10.47519426;0.603429611;model3;14;low
-26.69282796;4.485140034;model3;14;low
-7.87340339;-5.328483514;model3;14;low
-19.25798431;-3.658875436;model3;14;low
-11.16074816;-6.616736253;model3;14;low
-23.00272873;-0.514807352;model3;14;low
-17.7287815;-4.216426152;model3;14;low
-4.600888385;-9.896590731;model3;14;low
-20.25970505;-0.300324703;model3;14;low
-32.1216654;5.343822693;model3;14;low
-19.01252077;-1.879343852;model3;14;low
1.769692245;-8.552919819;model3;14;low
4.883118932;-7.539575237;model3;14;low
-3.985106755;-0.237017343;model3;14;low
12.15470453;-7.087563304;model3;14;low
11.86618637;-4.858355193;model3;14;low
-10.94024539;8.34029083;model3;14;low
5.097713297;-1.437302157;model3;14;low
-1.811135433;2.632632768;model3;14;low
-10.19942583;2.328761379;model3;14;low
-11.12048513;-2.661369016;model3;14;low
-13.00324499;-2.682740048;model3;14;low
-28.88902012;4.980610115;model3;14;low
-16.46070423;-5.00749366;model3;14;low
-17.55824498;-4.748743723;model3;14;low
-6.733695033;-9.06809799;model3;14;low
4.796451621;-9.121583169;model3;14;low
-7.698767784;-2.376780841;model3;14;low
-3.733087377;-3.496296706;model3;14;low
1.475370649;-6.240239809;model3;14;low
13.392988;-8.112506778;model3;14;low
-1.081600178;-0.454378095;model3;14;low
2.85309274;-3.218266172;model3;14;low
12.49501654;-6.07239506;model3;14;low
5.626338327;-1.45061028;model3;14;low
1.253278457;-1.520013544;model3;14;low
-7.86045975;3.955861835;model3;14;low
-23.4867175;14.61787011;model3;14;low
-7.887195187;-1.758885014;model3;14;low
5.120190277;-7.963100279;model3;14;low
-6.586768617;-1.683461753;model3;14;low
-9.167782223;0.005091252;model3;14;low
-5.007783638;-3.833052334;model3;14;low
17.37226865;-9.218020539;model3;14;low
6.508384669;-3.116576458;model3;14;low
1.393318878;0.956880712;model3;14;low
-10.46991322;7.820813979;model3;14;low
1.976291994;0.224262737;model3;14;low
-9.82293676;0.077689791;model3;14;low
-24.1292607;5.753113025;model3;14;low
-12.09821135;-4.197005006;model3;14;low
-14.06769424;-2.385790978;model3;14;low
4.326601447;-10.29405693;model3;14;low
-6.723761488;-3.226477908;model3;14;low
-4.626904292;-3.998320402;model3;14;low
-4.224137963;-3.606783084;model3;14;low
7.493181834;-7.378280175;model3;14;low
2.301707173;-5.840477525;model3;14;low
-5.631523652;-1.102773922;model3;14;low
-1.126912034;-3.160331385;model3;14;low
-6.228667374;-0.51779508;model3;14;low
2.581810195;-7.327780605;model3;14;low
-10.11279125;-1.793763229;model3;14;low
4.905493176;-7.842138807;model3;14;low
-22.09737023;9.425670541;model3;14;low
-5.590990979;-0.076281579;model3;14;low
0.481672189;-4.47634842;model3;14;low
-1.48072333;-2.558824597;model3;14;low
-10.81046798;-1.643091512;model3;14;low
-7.493377999;-4.482651643;model3;14;low
-25.13983913;8.027376278;model3;14;low
-10.94050106;-3.381549957;model3;14;low
-0.858966862;-8.377287503;model3;14;low
8.079429305;-7.268140085;model3;14;intermediate
-10.86465158;2.579289912;model3;14;intermediate
-7.990929265;0.475541882;model3;14;intermediate
-8.977731088;0.016303999;model3;14;intermediate
7.589392388;-7.518086268;model3;14;intermediate
4.433789674;-6.272642265;model3;14;intermediate
-2.906781939;-1.727915721;model3;14;intermediate
5.01511738;-4.912388375;model3;14;intermediate
-2.992195738;-0.245753767;model3;14;intermediate
-21.02652976;9.411864651;model3;14;intermediate
-5.342992037;-2.453272481;model3;14;intermediate
-4.255774414;-2.804010066;model3;14;intermediate
14.88360436;-10.08015412;model3;14;intermediate
-12.41488734;5.455888976;model3;14;intermediate
0.107967535;-1.191972131;model3;14;intermediate
15.06930879;-5.513483701;model3;14;high
-13.33493048;11.12288074;model3;14;high
-4.276446318;-0.002459781;model3;14;high
22.38407053;-7.590801072;model3;14;high
-4.832273596;7.820972397;model3;14;high
-6.519085817;3.509005563;model3;14;high
-14.93719752;8.559392577;model3;14;high
-0.926704381;0.667199616;model3;14;high
-14.94064791;-4.002181968;model3;14;high
-9.901447404;-6.6345609;model3;14;high
-6.600830194;-6.940829156;model3;14;high
-3.576156897;-7.29531511;model3;14;high
-7.670125409;-5.533096015;model3;14;high
-8.025937624;-6.4543447;model3;14;high
7.011949224;-9.498264012;model3;14;high
-8.4365194;0.417378361;model3;14;high
-8.333898178;-2.812146287;model3;5;low
-16.18003861;-3.406073935;model3;5;low
1.599436775;-9.731121347;model3;5;low
-5.286039072;-3.715882211;model3;5;low
-15.83127135;1.335922201;model3;5;low
-3.92642399;-4.455300892;model3;5;low
2.188932925;-5.956874025;model3;5;low
-5.333854329;-4.847575463;model3;5;low
-11.36252797;-0.399188337;model3;5;low
-19.37889283;4.379368361;model3;5;low
-7.407263613;-2.890214183;model3;5;low
-19.83989034;-1.101019157;model3;5;low
-1.160832493;-9.966841624;model3;5;low
-22.95938011;2.381106923;model3;5;low
-11.06892901;-3.581187508;model3;5;intermediate
-12.65636807;-3.155297207;model3;5;intermediate
-11.04428842;-3.538366243;model3;5;intermediate
-0.629007964;-9.441624808;model3;5;intermediate
-15.21670969;-1.130707739;model3;5;intermediate
-5.643225919;-5.921350855;model3;5;intermediate
-9.011933581;-3.634080809;model3;5;intermediate
-8.808526116;-3.624093342;model3;5;intermediate
-5.802628845;-7.179734784;model3;5;intermediate
-4.554895115;-7.76859708;model3;5;intermediate
-17.52338613;0.272440582;model3;5;intermediate
-5.220275087;-6.11592097;model3;5;intermediate
6.147469671;-8.2812619;model3;5;intermediate
0.911023622;-4.488581741;model3;5;intermediate
-10.57950928;1.668646511;model3;5;intermediate
-2.821405918;-2.758964681;model3;5;high
-6.888191038;-1.179674342;model3;5;high
-20.24227879;3.067778462;model3;5;high
2.159964945;-8.688898456;model3;5;high
-12.67483173;0.080178822;model3;5;high
-13.7225238;-1.29932315;model3;5;high
1.737572845;-7.381952674;model3;5;high
-1.365459341;-3.960465691;model3;5;high
-0.327821923;-6.14127888;model3;5;high
-14.48571722;2.44176073;model3;5;high
-11.64040605;0.95327689;model3;5;high
4.378390901;-7.877746055;model3;5;high
-6.256811081;-1.617697244;model3;5;high
42.94952449;-13.02603614;model3;5;high
85.12469648;-12.00449647;model3;5;high
29.48624688;23.44925092;model3;5;high
26.83600776;23.73046365;model3;5;intermediate
13.54995184;31.38497555;model3;5;intermediate
15.64478266;21.06467217;model3;5;intermediate
-1.594410715;2.037565266;model3;5;intermediate
10.83893703;-6.88494302;model3;5;intermediate
-10.29064695;1.813116453;model3;5;intermediate
0.790636352;-3.4249711;model3;5;intermediate
12.50059938;-6.724184922;model3;5;intermediate
1.064273194;-0.016503863;model3;5;intermediate
4.114836424;-3.346765084;model3;5;intermediate
11.85061727;-6.603344481;model3;5;intermediate
88.53707396;-16.15260793;model3;5;intermediate
108.358845;-4.736849036;model3;5;intermediate
16.4474921;50.15678636;model3;5;intermediate
16.52898509;50.46793234;model3;5;high
15.42804556;49.41963057;model3;5;high
21.11938006;25.74494607;model3;5;high
-22.10803419;2.406679528;model3;5;high
-4.380744065;-6.246583627;model3;5;high
-13.85380907;-0.282695276;model3;5;high
0.275192613;-5.904495723;model3;5;high
-13.83600767;-1.278249831;model3;5;high
-1.994526607;-6.361338226;model3;5;high
-7.268270724;-3.317628774;model3;5;high
9.638518064;-8.362958638;model3;5;high
-4.769965723;-1.76374365;model3;5;high
0.499154826;-3.845940785;model3;5;high
73.48261053;-15.95691092;model3;5;high
91.15028354;-5.020013876;model3;5;high
42.99042062;25.31758183;model3;5;high
-29.85589347;12.95074715;model2;10;low
21.41255273;-9.004300284;model2;10;low
14.808391;-2.702030246;model2;10;low
-4.223706834;10.33619158;model2;10;low
2.335756209;5.605365133;model2;10;low
-4.925586085;8.222282395;model2;10;low
-7.514700868;0.634290884;model2;10;low
-10.82842478;-6.587169051;model2;10;low
5.998604444;-9.762408697;model2;10;low
3.445808949;-6.450568907;model2;10;low
-10.47067376;1.949170272;model2;10;low
-11.95588609;3.798389559;model2;10;low
-0.611701821;-2.756230865;model2;10;low
-9.918472111;-1.238863224;model2;10;low
-0.829690676;-8.721676389;model2;10;low
-7.613615454;-3.18090714;model2;10;low
0.638741096;-6.687741575;model2;10;low
-10.12910183;-1.233263897;model2;10;low
-3.762731253;-4.305576928;model2;10;low
8.528202874;-8.866868119;model2;10;low
-2.075544308;-2.320547151;model2;10;low
-22.71376887;9.731566458;model2;10;low
-13.21775217;3.929233084;model2;10;low
-3.206440993;-1.666135169;model2;10;low
0.767065121;-7.857596659;model2;10;low
-6.868100063;-3.126844166;model2;10;low
-5.192896008;-4.661462939;model2;10;low
-15.43304399;1.605594492;model2;10;low
-18.51709815;3.794363107;model2;10;low
-19.63942644;-1.992393451;model2;10;low
2.317210359;-10.0947637;model2;10;low
-3.780129856;-5.738421834;model2;10;low
-14.14932735;0.238622;model2;10;low
-14.99854656;1.270877674;model2;10;low
-6.455113788;-3.565615483;model2;10;low
12.24541233;-10.15130363;model2;10;low
-4.744367135;-1.555028275;model2;10;low
-2.237772555;-1.916960164;model2;10;low
0.531514414;-2.787670254;model2;10;low
-16.37409479;7.833339882;model2;10;low
-10.40316286;-1.837253662;model2;10;low
-2.040436446;-6.286683316;model2;10;low
-17.86342021;2.039296299;model2;10;low
68.61378293;-17.36200575;model2;10;low
74.96740551;-3.840924468;model2;10;low
30.82560082;24.42126291;model2;10;low
8.210154626;38.67563354;model2;10;low
12.27350092;35.14676247;model2;10;low
-10.82752703;31.22776274;model2;10;low
-12.37000321;0.824494763;model2;10;low
-14.2295667;-7.306127689;model2;10;low
-7.50764394;-7.861531702;model2;10;low
1.194188233;-8.62052741;model2;10;low
60.5178381;-15.12374378;model2;10;low
76.98133193;-6.47763453;model2;10;low
44.1325322;16.20750893;model2;10;low
16.50206383;32.52657899;model2;10;low
29.34708553;24.9921566;model2;10;low
5.919394592;28.30500271;model2;10;low
-12.65285988;14.29079826;model2;10;low
-4.106360419;-2.472289468;model2;10;low
3.703766703;-4.959071099;model2;10;low
20.47609665;-9.858139051;model2;10;low
11.13015609;-2.429897428;model2;10;low
-6.242972239;7.879839001;model2;10;low
-3.942993789;6.960773459;model2;10;low
-12.54964572;11.24603223;model2;10;low
-11.89023693;0.426484557;model2;10;low
-20.43855217;-4.334630371;model2;10;low
-2.537199454;-10.30816928;model2;10;low
-3.442278422;-7.220642208;model2;10;low
-6.405667774;-4.442326501;model2;10;low
-12.78027083;-0.311698193;model2;10;low
-12.61835604;-1.019221116;model2;10;low
7.806634447;-9.513253257;model2;10;low
-9.799492525;-0.807064144;model2;10;low
4.754085739;-6.044219824;model2;10;low
-6.67888575;0.524787957;model2;10;low
6.631373623;-4.6808284;model2;10;low
17.52998602;-8.905008216;model2;10;low
11.46413381;-2.772272027;model2;10;low
0.850091906;3.280533636;model2;10;low
2.928250679;1.480176058;model2;10;low
-5.271918265;4.89403554;model2;10;low
-6.014832288;-1.945427506;model2;10;low
5.78746877;-8.819722835;model2;10;low
9.419421321;-7.180135474;model2;10;low
3.562115766;-3.99706645;model2;10;low
13.54152715;-6.009893066;model2;10;low
-11.18513513;9.440530297;model2;10;low
10.09039857;-2.598509363;model2;10;low
-4.671506305;2.862419992;model2;10;low
-14.51187303;7.123821784;model2;10;low
-11.98370783;-0.793896284;model2;10;low
-10.5325394;-1.870038115;model2;10;low
-10.67561653;-7.671477649;model2;10;low
-5.462545953;-8.669818883;model2;10;low
-7.446050766;-7.362985762;model2;10;low
-1.634952002;-8.323065176;model2;10;low
6.890350872;-9.020178782;model2;10;low
4.774735077;-5.433894497;model2;10;low
-3.811482027;-0.321398436;model2;10;low
-8.535953604;3.592304713;model2;10;low
-0.635571727;-2.121275309;model2;10;low
-13.11806997;0.574353549;model2;10;low
13.99411667;-10.6521808;model2;10;low
-19.46815419;9.808876134;model2;10;low
2.476263415;-1.455778099;model2;10;low
-7.109140711;3.250992449;model2;10;low
3.312717681;-1.301913569;model2;10;low
-4.861383382;-2.998494982;model2;10;low
51.40729137;-13.83657758;model2;10;low
68.36043643;-7.286267666;model2;10;low
29.85182167;18.29906449;model2;10;low
2.413864905;34.16911938;model2;10;low
36.46223766;15.86902536;model2;10;low
5.672553296;23.79058091;model2;10;low
-13.18781072;12.33118961;model2;10;low
-1.075026931;-0.243426812;model2;10;low
-1.545081748;2.069903067;model2;10;low
-22.02761672;2.844630833;model2;10;low
-16.22238591;-2.044454076;model2;10;low
-11.34547222;-3.631426916;model2;10;low
-17.0558349;-4.064082809;model2;10;low
-12.34828374;-8.605342259;model2;10;low
-16.0882071;-6.377568217;model2;10;low
-26.30322353;0.317390998;model2;10;low
6.778202416;-10.7475322;model2;10;low
-12.81911866;0.606727963;model2;10;low
-22.91223262;4.986579183;model2;10;low
-17.70034019;1.59132028;model2;10;low
-1.065487686;-5.260907344;model2;10;low
-13.25479278;-4.072376753;model2;10;low
-22.05529785;-0.622911331;model2;10;low
-6.357886205;-6.661274204;model2;10;low
0.757267372;-7.24557622;model2;10;low
-16.7182235;0.47444049;model2;10;low
-7.076499425;-4.035636538;model2;10;low
-7.443764428;-3.643159286;model2;10;low
-0.630772853;-6.397024507;model2;10;low
-0.683728051;-7.025523343;model2;10;low
-0.604216671;-6.327758375;model2;10;low
4.104325464;-7.508380339;model2;10;low
-9.394952297;0.839229498;model2;10;low
-3.388675949;-2.982052392;model2;10;low
-2.722747918;-4.397537254;model2;10;low
-3.510505878;-4.489498253;model2;10;low
11.21691164;-9.61624356;model2;10;low
5.404060867;-4.500182695;model2;10;low
-2.678909471;-0.033154747;model2;10;intermediate
-14.9134247;8.52381316;model2;10;intermediate
2.036235051;-1.53931126;model2;10;intermediate
-13.39312316;1.166033088;model2;10;intermediate
1.716298168;-7.541669403;model2;10;intermediate
-2.255601812;-4.519698198;model2;10;intermediate
-5.245210314;-2.333206029;model2;10;intermediate
-0.597867311;-5.376296059;model2;10;intermediate
-2.238192467;-4.826448437;model2;10;intermediate
-6.07881202;-5.638042379;model2;10;intermediate
3.883729017;-8.663743353;model2;10;intermediate
0.264642867;-5.380074329;model2;10;intermediate
-8.622133525;0.095063987;model2;10;intermediate
